id,date,day ,date2,datetime,hour,cash_type,card,money,coffee_name
237,05-04-2024,Friday,Apr,18:23.6,16:18:24,card,ANON-0000-0000-0003,24,Espresso
238,06-04-2024,Saturday,Apr,32:31.4,12:32:31,card,ANON-0000-0000-0099,33.8,Americano with Milk
239,06-04-2024,Saturday,Apr,13:18.7,14:13:19,card,ANON-0000-0000-0040,38.7,Cappuccino
240,06-04-2024,Saturday,Apr,14:27.0,14:14:27,card,ANON-0000-0000-0040,28.9,Americano
241,06-04-2024,Saturday,Apr,49:50.2,14:49:50,card,ANON-0000-0000-0009,38.7,Latte
242,07-04-2024,Sunday,Apr,12:53.2,10:12:53,card,ANON-0000-0000-0091,38.7,Latte
243,07-04-2024,Sunday,Apr,44:31.9,12:44:32,card,ANON-0000-0000-0040,38.7,Cappuccino
244,07-04-2024,Sunday,Apr,46:05.1,12:46:05,card,ANON-0000-0000-0040,38.7,Cappuccino
245,07-04-2024,Sunday,Apr,16:24.9,14:16:25,card,ANON-0000-0000-0100,28.9,Cortado
246,07-04-2024,Sunday,Apr,17:30.6,14:17:31,card,ANON-0000-0000-0100,24,Espresso
247,07-04-2024,Sunday,Apr,01:16.6,18:01:17,card,ANON-0000-0000-0101,38.7,Hot Chocolate
248,07-04-2024,Sunday,Apr,02:03.9,18:02:04,card,ANON-0000-0000-0101,33.8,Americano with Milk
249,08-04-2024,Monday,Apr,58:21.1,10:58:21,card,ANON-0000-0000-0102,33.8,Americano with Milk
250,08-04-2024,Monday,Apr,59:27.6,10:59:28,card,ANON-0000-0000-0103,38.7,Cappuccino
251,08-04-2024,Monday,Apr,01:20.5,11:01:20,card,ANON-0000-0000-0012,28.9,Americano
252,08-04-2024,Monday,Apr,04:47.0,11:04:47,card,ANON-0000-0000-0104,38.7,Cappuccino
253,08-04-2024,Monday,Apr,54:25.9,12:54:26,cash,,25,Espresso
254,08-04-2024,Monday,Apr,43:36.9,15:43:37,cash,,35,Americano with Milk
255,08-04-2024,Monday,Apr,41:37.8,16:41:38,card,ANON-0000-0000-0017,38.7,Latte
256,08-04-2024,Monday,Apr,18:09.7,18:18:10,card,ANON-0000-0000-0105,28.9,Americano
257,08-04-2024,Monday,Apr,22:27.5,19:22:27,card,ANON-0000-0000-0024,33.8,Americano with Milk
258,08-04-2024,Monday,Apr,23:59.3,19:23:59,card,ANON-0000-0000-0106,38.7,Cappuccino
259,09-04-2024,Tuesday,Apr,22:27.4,10:22:27,cash,,40,Cappuccino
260,09-04-2024,Tuesday,Apr,24:10.1,10:24:10,cash,,30,Americano
261,09-04-2024,Tuesday,Apr,42:28.5,11:42:28,card,ANON-0000-0000-0091,38.7,Latte
262,09-04-2024,Tuesday,Apr,11:48.7,15:11:49,card,ANON-0000-0000-0107,38.7,Hot Chocolate
263,09-04-2024,Tuesday,Apr,25:23.9,17:25:24,card,ANON-0000-0000-0049,38.7,Hot Chocolate
264,10-04-2024,Wednesday,Apr,21:26.2,10:21:26,cash,,25,Espresso
265,10-04-2024,Wednesday,Apr,55:07.0,17:55:07,cash,,40,Hot Chocolate
266,10-04-2024,Wednesday,Apr,55:31.2,17:55:31,card,ANON-0000-0000-0108,24,Espresso
267,10-04-2024,Wednesday,Apr,24:59.3,18:24:59,card,ANON-0000-0000-0009,38.7,Cappuccino
268,10-04-2024,Wednesday,Apr,04:05.4,20:04:05,card,ANON-0000-0000-0109,38.7,Latte
269,11-04-2024,Thursday,Apr,41:23.2,10:41:23,card,ANON-0000-0000-0110,28.9,Americano
270,11-04-2024,Thursday,Apr,42:59.4,10:42:59,card,ANON-0000-0000-0110,28.9,Americano
271,11-04-2024,Thursday,Apr,35:23.1,16:35:23,card,ANON-0000-0000-0017,38.7,Latte
272,11-04-2024,Thursday,Apr,16:56.6,19:16:57,card,ANON-0000-0000-0106,38.7,Cappuccino
273,11-04-2024,Thursday,Apr,18:36.6,19:18:37,card,ANON-0000-0000-0024,33.8,Americano with Milk
274,12-04-2024,Friday,Apr,03:43.4,19:03:43,card,ANON-0000-0000-0019,38.7,Hot Chocolate
275,12-04-2024,Friday,Apr,38:23.2,19:38:23,card,ANON-0000-0000-0009,28.9,Cortado
276,13-04-2024,Saturday,Apr,29:19.8,12:29:20,card,ANON-0000-0000-0009,38.7,Latte
277,13-04-2024,Saturday,Apr,43:02.4,12:43:02,card,ANON-0000-0000-0012,28.9,Americano
278,13-04-2024,Saturday,Apr,06:52.3,15:06:52,cash,,40,Hot Chocolate
279,13-04-2024,Saturday,Apr,07:56.0,15:07:56,cash,,40,Hot Chocolate
280,13-04-2024,Saturday,Apr,18:03.9,16:18:04,card,ANON-0000-0000-0111,38.7,Cappuccino
281,13-04-2024,Saturday,Apr,19:39.8,16:19:40,card,ANON-0000-0000-0111,38.7,Latte
282,13-04-2024,Saturday,Apr,51:26.0,17:51:26,card,ANON-0000-0000-0112,38.7,Cappuccino
283,13-04-2024,Saturday,Apr,53:19.2,17:53:19,card,ANON-0000-0000-0012,38.7,Cappuccino
284,14-04-2024,Sunday,Apr,55:27.4,10:55:27,cash,,40,Latte
285,14-04-2024,Sunday,Apr,24:39.0,12:24:39,card,ANON-0000-0000-0113,38.7,Cappuccino
286,14-04-2024,Sunday,Apr,27:09.0,12:27:09,cash,,30,Cortado
287,14-04-2024,Sunday,Apr,29:06.9,12:29:07,cash,,30,Cortado
288,14-04-2024,Sunday,Apr,31:36.0,12:31:36,cash,,35,Americano with Milk
289,14-04-2024,Sunday,Apr,21:49.8,13:21:50,card,ANON-0000-0000-0114,28.9,Cortado
290,14-04-2024,Sunday,Apr,23:31.6,14:23:32,card,ANON-0000-0000-0012,28.9,Americano
291,14-04-2024,Sunday,Apr,24:26.9,14:24:27,card,ANON-0000-0000-0012,28.9,Americano
292,14-04-2024,Sunday,Apr,25:18.1,14:25:18,card,ANON-0000-0000-0012,28.9,Americano
293,14-04-2024,Sunday,Apr,46:27.7,15:46:28,card,ANON-0000-0000-0017,38.7,Cappuccino
294,14-04-2024,Sunday,Apr,59:54.8,16:59:55,card,ANON-0000-0000-0012,28.9,Cortado
295,14-04-2024,Sunday,Apr,00:45.4,17:00:45,card,ANON-0000-0000-0019,38.7,Latte
296,14-04-2024,Sunday,Apr,38:19.6,18:38:20,card,ANON-0000-0000-0115,38.7,Cappuccino
297,15-04-2024,Monday,Apr,45:24.6,11:45:25,card,ANON-0000-0000-0064,28.9,Americano
298,15-04-2024,Monday,Apr,01:46.4,17:01:46,card,ANON-0000-0000-0003,28.9,Americano
299,15-04-2024,Monday,Apr,02:49.7,17:02:50,card,ANON-0000-0000-0004,33.8,Americano with Milk
300,15-04-2024,Monday,Apr,33:03.0,19:33:03,card,ANON-0000-0000-0009,33.8,Americano with Milk
301,15-04-2024,Monday,Apr,41:58.1,19:41:58,cash,,25,Espresso
302,16-04-2024,Tuesday,Apr,43:49.9,10:43:50,cash,,35,Americano with Milk
303,16-04-2024,Tuesday,Apr,46:25.7,10:46:26,card,ANON-0000-0000-0116,33.8,Americano with Milk
304,16-04-2024,Tuesday,Apr,40:47.7,12:40:48,card,ANON-0000-0000-0117,38.7,Cocoa
305,16-04-2024,Tuesday,Apr,52:07.7,12:52:08,card,ANON-0000-0000-0064,28.9,Cortado
306,16-04-2024,Tuesday,Apr,03:16.9,15:03:17,card,ANON-0000-0000-0118,28.9,Americano
307,16-04-2024,Tuesday,Apr,42:04.2,17:42:04,card,ANON-0000-0000-0024,33.8,Americano with Milk
308,16-04-2024,Tuesday,Apr,43:23.0,17:43:23,card,ANON-0000-0000-0009,38.7,Cappuccino
309,16-04-2024,Tuesday,Apr,09:05.3,18:09:05,card,ANON-0000-0000-0050,38.7,Cocoa
310,17-04-2024,Wednesday,Apr,32:59.8,13:33:00,card,ANON-0000-0000-0012,28.9,Americano
311,17-04-2024,Wednesday,Apr,44:00.2,13:44:00,card,ANON-0000-0000-0119,24,Espresso
312,17-04-2024,Wednesday,Apr,13:24.3,16:13:24,cash,,40,Cappuccino
313,17-04-2024,Wednesday,Apr,01:35.1,17:01:35,card,ANON-0000-0000-0120,38.7,Cappuccino
314,17-04-2024,Wednesday,Apr,02:40.7,17:02:41,card,ANON-0000-0000-0120,38.7,Cappuccino
315,17-04-2024,Wednesday,Apr,14:03.2,18:14:03,card,ANON-0000-0000-0121,28.9,Cortado
316,18-04-2024,Thursday,Apr,19:01.7,11:19:02,card,ANON-0000-0000-0003,28.9,Americano
317,18-04-2024,Thursday,Apr,20:05.7,11:20:06,card,ANON-0000-0000-0003,28.9,Americano
318,18-04-2024,Thursday,Apr,49:12.7,13:49:13,card,ANON-0000-0000-0122,33.8,Americano with Milk
319,18-04-2024,Thursday,Apr,50:17.3,13:50:17,card,ANON-0000-0000-0122,28.9,Cortado
320,18-04-2024,Thursday,Apr,34:19.8,14:34:20,card,ANON-0000-0000-0123,38.7,Cappuccino
321,18-04-2024,Thursday,Apr,35:49.4,14:35:49,card,ANON-0000-0000-0123,38.7,Latte
322,18-04-2024,Thursday,Apr,44:15.8,17:44:16,card,ANON-0000-0000-0069,38.7,Latte
323,18-04-2024,Thursday,Apr,21:05.9,18:21:06,card,ANON-0000-0000-0085,38.7,Cappuccino
324,18-04-2024,Thursday,Apr,39:51.2,19:39:51,card,ANON-0000-0000-0024,38.7,Hot Chocolate
325,18-04-2024,Thursday,Apr,40:49.0,19:40:49,card,ANON-0000-0000-0009,38.7,Hot Chocolate
326,19-04-2024,Friday,Apr,10:36.3,10:10:36,card,ANON-0000-0000-0001,38.7,Latte
327,19-04-2024,Friday,Apr,11:47.8,13:11:48,card,ANON-0000-0000-0040,33.8,Americano with Milk
328,19-04-2024,Friday,Apr,13:20.9,13:13:21,card,ANON-0000-0000-0040,38.7,Cappuccino
329,19-04-2024,Friday,Apr,58:54.1,13:58:54,card,ANON-0000-0000-0124,38.7,Hot Chocolate
330,19-04-2024,Friday,Apr,59:49.7,13:59:50,card,ANON-0000-0000-0124,38.7,Cappuccino
331,19-04-2024,Friday,Apr,23:19.3,18:23:19,card,ANON-0000-0000-0024,38.7,Cocoa
332,19-04-2024,Friday,Apr,25:33.4,18:25:33,card,ANON-0000-0000-0009,33.8,Americano with Milk
333,20-04-2024,Saturday,Apr,24:42.7,11:24:43,cash,,35,Americano with Milk
334,20-04-2024,Saturday,Apr,08:35.7,12:08:36,card,ANON-0000-0000-0125,33.8,Americano with Milk
335,20-04-2024,Saturday,Apr,09:42.7,12:09:43,card,ANON-0000-0000-0125,33.8,Americano with Milk
336,20-04-2024,Saturday,Apr,08:37.4,13:08:37,card,ANON-0000-0000-0118,28.9,Americano
337,20-04-2024,Saturday,Apr,09:47.9,13:09:48,card,ANON-0000-0000-0118,33.8,Americano with Milk
338,20-04-2024,Saturday,Apr,10:55.2,13:10:55,card,ANON-0000-0000-0118,38.7,Hot Chocolate
339,20-04-2024,Saturday,Apr,44:18.1,14:44:18,card,ANON-0000-0000-0040,38.7,Cappuccino
340,20-04-2024,Saturday,Apr,11:00.3,15:11:00,card,ANON-0000-0000-0009,33.8,Americano with Milk
341,20-04-2024,Saturday,Apr,22:40.7,15:22:41,card,ANON-0000-0000-0012,32.82,Americano with Milk
342,20-04-2024,Saturday,Apr,49:25.1,15:49:25,card,ANON-0000-0000-0126,32.82,Americano with Milk
343,20-04-2024,Saturday,Apr,07:58.0,17:07:58,cash,,39,Cocoa
344,20-04-2024,Saturday,Apr,27:41.5,18:27:41,card,ANON-0000-0000-0127,37.72,Cappuccino
345,20-04-2024,Saturday,Apr,28:46.9,18:28:47,card,ANON-0000-0000-0127,37.72,Cappuccino
346,20-04-2024,Saturday,Apr,30:55.3,19:30:55,card,ANON-0000-0000-0128,37.72,Latte
347,21-04-2024,Sunday,Apr,16:45.7,11:16:46,card,ANON-0000-0000-0001,37.72,Latte
348,21-04-2024,Sunday,Apr,15:37.5,14:15:38,card,ANON-0000-0000-0099,27.92,Americano
349,21-04-2024,Sunday,Apr,09:03.2,17:09:03,cash,,39,Cappuccino
350,22-04-2024,Monday,Apr,09:16.4,11:09:16,card,ANON-0000-0000-0012,27.92,Americano
351,22-04-2024,Monday,Apr,29:27.1,11:29:27,card,ANON-0000-0000-0129,32.82,Americano with Milk
352,22-04-2024,Monday,Apr,40:33.0,18:40:33,cash,,39,Latte
353,22-04-2024,Monday,Apr,39:04.8,19:39:05,card,ANON-0000-0000-0009,37.72,Latte
354,22-04-2024,Monday,Apr,02:29.2,20:02:29,cash,,39,Cappuccino
355,23-04-2024,Tuesday,Apr,22:36.0,14:22:36,card,ANON-0000-0000-0025,37.72,Cappuccino
356,23-04-2024,Tuesday,Apr,23:53.1,14:23:53,card,ANON-0000-0000-0024,32.82,Americano with Milk
357,23-04-2024,Tuesday,Apr,24:57.5,14:24:58,card,ANON-0000-0000-0009,37.72,Cappuccino
358,23-04-2024,Tuesday,Apr,42:27.8,19:42:28,card,ANON-0000-0000-0130,32.82,Americano with Milk
359,23-04-2024,Tuesday,Apr,43:26.2,19:43:26,card,ANON-0000-0000-0130,32.82,Americano with Milk
360,24-04-2024,Wednesday,Apr,19:38.3,10:19:38,card,ANON-0000-0000-0001,37.72,Latte
361,24-04-2024,Wednesday,Apr,21:27.3,10:21:27,card,ANON-0000-0000-0131,32.82,Americano with Milk
362,24-04-2024,Wednesday,Apr,23:46.1,11:23:46,card,ANON-0000-0000-0132,32.82,Americano with Milk
363,24-04-2024,Wednesday,Apr,33:26.3,11:33:26,card,ANON-0000-0000-0133,32.82,Americano with Milk
364,24-04-2024,Wednesday,Apr,39:09.3,12:39:09,card,ANON-0000-0000-0059,32.82,Americano with Milk
365,24-04-2024,Wednesday,Apr,39:07.4,16:39:07,card,ANON-0000-0000-0009,32.82,Americano with Milk
366,24-04-2024,Wednesday,Apr,39:50.0,19:39:50,card,ANON-0000-0000-0134,32.82,Americano with Milk
367,24-04-2024,Wednesday,Apr,40:54.0,19:40:54,card,ANON-0000-0000-0134,37.72,Cappuccino
368,25-04-2024,Thursday,Apr,46:08.1,10:46:08,card,ANON-0000-0000-0135,27.92,Americano
369,25-04-2024,Thursday,Apr,18:27.0,15:18:27,card,ANON-0000-0000-0009,37.72,Latte
370,25-04-2024,Thursday,Apr,09:43.5,17:09:44,card,ANON-0000-0000-0012,27.92,Americano
371,25-04-2024,Thursday,Apr,10:49.2,17:10:49,card,ANON-0000-0000-0012,27.92,Americano
372,26-04-2024,Friday,Apr,12:50.6,10:12:51,card,ANON-0000-0000-0001,37.72,Latte
373,26-04-2024,Friday,Apr,01:30.6,12:01:31,card,ANON-0000-0000-0136,37.72,Latte
374,26-04-2024,Friday,Apr,31:28.3,13:31:28,card,ANON-0000-0000-0137,37.72,Cappuccino
375,26-04-2024,Friday,Apr,32:35.4,15:32:35,card,ANON-0000-0000-0012,27.92,Americano
376,26-04-2024,Friday,Apr,33:33.1,15:33:33,card,ANON-0000-0000-0012,27.92,Americano
377,26-04-2024,Friday,Apr,23:26.5,16:23:27,card,ANON-0000-0000-0138,27.92,Cortado
378,26-04-2024,Friday,Apr,24:33.8,16:24:34,card,ANON-0000-0000-0139,27.92,Americano
379,26-04-2024,Friday,Apr,32:07.1,19:32:07,card,ANON-0000-0000-0009,37.72,Hot Chocolate
380,26-04-2024,Friday,Apr,33:30.2,19:33:30,card,ANON-0000-0000-0009,37.72,Cocoa
381,27-04-2024,Saturday,Apr,27:00.7,15:27:01,card,ANON-0000-0000-0009,37.72,Cappuccino
382,28-04-2024,Sunday,Apr,32:52.5,10:32:52,card,ANON-0000-0000-0001,37.72,Latte
383,28-04-2024,Sunday,Apr,30:09.7,12:30:10,card,ANON-0000-0000-0140,37.72,Cappuccino
384,28-04-2024,Sunday,Apr,27:08.2,18:27:08,card,ANON-0000-0000-0012,27.92,Americano
385,28-04-2024,Sunday,Apr,28:11.4,18:28:11,card,ANON-0000-0000-0012,27.92,Americano
386,28-04-2024,Sunday,Apr,29:02.4,18:29:02,card,ANON-0000-0000-0019,37.72,Latte
387,29-04-2024,Monday,Apr,26:31.9,11:26:32,card,ANON-0000-0000-0141,27.92,Cortado
388,29-04-2024,Monday,Apr,27:56.9,13:27:57,card,ANON-0000-0000-0003,27.92,Americano
389,29-04-2024,Monday,Apr,28:53.9,13:28:54,card,ANON-0000-0000-0003,27.92,Cortado
390,29-04-2024,Monday,Apr,53:35.7,13:53:36,card,ANON-0000-0000-0141,27.92,Cortado
391,29-04-2024,Monday,Apr,54:24.4,13:54:24,card,ANON-0000-0000-0141,32.82,Americano with Milk
392,29-04-2024,Monday,Apr,37:48.4,18:37:48,card,ANON-0000-0000-0140,37.72,Cappuccino
393,29-04-2024,Monday,Apr,12:33.2,19:12:33,card,ANON-0000-0000-0134,37.72,Cappuccino
394,29-04-2024,Monday,Apr,13:37.9,19:13:38,card,ANON-0000-0000-0134,37.72,Cappuccino
395,30-04-2024,Tuesday,Apr,16:41.5,10:16:41,card,ANON-0000-0000-0142,37.72,Latte
396,30-04-2024,Tuesday,Apr,34:52.2,10:34:52,card,ANON-0000-0000-0142,32.82,Americano with Milk
397,30-04-2024,Tuesday,Apr,35:47.6,10:35:48,card,ANON-0000-0000-0142,32.82,Americano with Milk
398,30-04-2024,Tuesday,Apr,41:52.3,13:41:52,card,ANON-0000-0000-0142,27.92,Americano
399,30-04-2024,Tuesday,Apr,43:00.0,13:43:00,card,ANON-0000-0000-0142,32.82,Americano with Milk
400,30-04-2024,Tuesday,Apr,19:18.1,19:19:18,card,ANON-0000-0000-0142,37.72,Cappuccino
401,30-04-2024,Tuesday,Apr,30:04.0,19:30:04,card,ANON-0000-0000-0142,32.82,Americano with Milk
402,30-04-2024,Tuesday,Apr,31:21.0,19:31:21,card,ANON-0000-0000-0142,37.72,Latte
403,02-05-2024,Thursday,May,33:55.7,10:33:56,card,ANON-0000-0000-0143,27.92,Americano
404,02-05-2024,Thursday,May,29:57.1,11:29:57,cash,,39,Latte
405,02-05-2024,Thursday,May,49:39.9,13:49:40,card,ANON-0000-0000-0133,32.82,Americano with Milk
406,02-05-2024,Thursday,May,36:22.1,18:36:22,card,ANON-0000-0000-0144,37.72,Cappuccino
407,02-05-2024,Thursday,May,41:11.2,18:41:11,card,ANON-0000-0000-0024,32.82,Americano with Milk
408,02-05-2024,Thursday,May,18:33.1,19:18:33,card,ANON-0000-0000-0145,37.72,Latte
409,02-05-2024,Thursday,May,19:56.4,19:19:56,card,ANON-0000-0000-0145,37.72,Cappuccino
410,03-05-2024,Friday,May,11:53.4,10:11:53,cash,,39,Latte
411,03-05-2024,Friday,May,30:00.9,14:30:01,card,ANON-0000-0000-0146,37.72,Latte
412,03-05-2024,Friday,May,03:24.9,17:03:25,card,ANON-0000-0000-0147,37.72,Latte
413,06-05-2024,Monday,May,05:17.9,10:05:18,card,ANON-0000-0000-0148,27.92,Americano
414,06-05-2024,Monday,May,06:51.6,10:06:52,card,ANON-0000-0000-0149,37.72,Cappuccino
415,06-05-2024,Monday,May,08:05.9,10:08:06,card,ANON-0000-0000-0149,32.82,Americano with Milk
416,06-05-2024,Monday,May,09:08.0,10:09:08,card,ANON-0000-0000-0150,27.92,Americano
417,06-05-2024,Monday,May,39:12.6,10:39:13,card,ANON-0000-0000-0141,27.92,Cortado
418,06-05-2024,Monday,May,34:20.6,11:34:21,cash,,29,Americano
419,06-05-2024,Monday,May,18:11.0,13:18:11,card,ANON-0000-0000-0148,27.92,Cortado
420,06-05-2024,Monday,May,19:00.8,13:19:01,card,ANON-0000-0000-0148,27.92,Americano
421,06-05-2024,Monday,May,18:13.0,19:18:13,card,ANON-0000-0000-0151,37.72,Cappuccino
422,06-05-2024,Monday,May,19:49.5,19:19:50,card,ANON-0000-0000-0151,37.72,Cappuccino
423,07-05-2024,Tuesday,May,44:55.6,10:44:56,card,ANON-0000-0000-0148,37.72,Cocoa
424,07-05-2024,Tuesday,May,21:58.5,11:21:58,card,ANON-0000-0000-0141,27.92,Cortado
425,07-05-2024,Tuesday,May,23:34.9,13:23:35,card,ANON-0000-0000-0077,27.92,Cortado
426,07-05-2024,Tuesday,May,42:07.9,16:42:08,card,ANON-0000-0000-0148,37.72,Cocoa
427,07-05-2024,Tuesday,May,55:38.8,16:55:39,card,ANON-0000-0000-0152,27.92,Americano
428,07-05-2024,Tuesday,May,37:46.4,17:37:46,card,ANON-0000-0000-0153,37.72,Cappuccino
429,07-05-2024,Tuesday,May,38:48.2,17:38:48,card,ANON-0000-0000-0153,37.72,Latte
430,07-05-2024,Tuesday,May,35:37.2,18:35:37,cash,,34,Americano with Milk
431,07-05-2024,Tuesday,May,12:12.5,19:12:13,card,ANON-0000-0000-0154,37.72,Cappuccino
432,07-05-2024,Tuesday,May,13:12.2,19:13:12,card,ANON-0000-0000-0154,37.72,Cappuccino
433,08-05-2024,Wednesday,May,07:28.9,10:07:29,card,ANON-0000-0000-0001,37.72,Latte
434,09-05-2024,Thursday,May,54:21.8,12:54:22,card,ANON-0000-0000-0155,37.72,Cappuccino
435,09-05-2024,Thursday,May,03:58.6,13:03:59,card,ANON-0000-0000-0156,27.92,Americano
436,09-05-2024,Thursday,May,04:57.6,13:04:58,card,ANON-0000-0000-0156,37.72,Latte
437,09-05-2024,Thursday,May,06:11.3,13:06:11,card,ANON-0000-0000-0156,37.72,Latte
438,09-05-2024,Thursday,May,07:16.4,13:07:16,card,ANON-0000-0000-0156,37.72,Latte
439,09-05-2024,Thursday,May,55:14.6,16:55:15,card,ANON-0000-0000-0118,27.92,Americano
440,09-05-2024,Thursday,May,56:15.0,16:56:15,card,ANON-0000-0000-0118,27.92,Americano
441,09-05-2024,Thursday,May,01:29.9,18:01:30,card,ANON-0000-0000-0157,27.92,Americano
442,09-05-2024,Thursday,May,13:56.2,18:13:56,card,ANON-0000-0000-0143,32.82,Americano with Milk
443,10-05-2024,Friday,May,09:22.0,10:09:22,cash,,39,Latte
444,10-05-2024,Friday,May,46:21.5,15:46:22,card,ANON-0000-0000-0158,37.72,Latte
445,10-05-2024,Friday,May,47:32.5,15:47:33,card,ANON-0000-0000-0158,37.72,Latte
446,10-05-2024,Friday,May,20:15.1,16:20:15,cash,,34,Americano with Milk
447,11-05-2024,Saturday,May,39:52.9,11:39:53,card,ANON-0000-0000-0069,37.72,Latte
448,11-05-2024,Saturday,May,02:43.6,17:02:44,cash,,39,Latte
449,11-05-2024,Saturday,May,20:30.4,17:20:30,card,ANON-0000-0000-0009,32.82,Americano with Milk
450,11-05-2024,Saturday,May,21:56.1,17:21:56,card,ANON-0000-0000-0026,37.72,Cocoa
451,11-05-2024,Saturday,May,23:57.3,17:23:57,card,ANON-0000-0000-0040,37.72,Cappuccino
452,11-05-2024,Saturday,May,28:54.1,17:28:54,card,ANON-0000-0000-0012,32.82,Americano with Milk
453,11-05-2024,Saturday,May,35:40.3,18:35:40,card,ANON-0000-0000-0115,37.72,Cappuccino
454,11-05-2024,Saturday,May,38:16.1,19:38:16,card,ANON-0000-0000-0159,37.72,Latte
455,12-05-2024,Sunday,May,20:42.5,10:20:43,card,ANON-0000-0000-0001,37.72,Latte
456,12-05-2024,Sunday,May,24:03.5,13:24:03,card,ANON-0000-0000-0160,37.72,Latte
457,12-05-2024,Sunday,May,27:39.0,13:27:39,card,ANON-0000-0000-0161,27.92,Americano
458,12-05-2024,Sunday,May,16:19.8,15:16:20,card,ANON-0000-0000-0077,37.72,Latte
459,12-05-2024,Sunday,May,38:02.4,15:38:02,card,ANON-0000-0000-0162,32.82,Americano with Milk
460,12-05-2024,Sunday,May,52:14.9,15:52:15,card,ANON-0000-0000-0163,32.82,Americano with Milk
461,12-05-2024,Sunday,May,04:21.1,16:04:21,card,ANON-0000-0000-0012,32.82,Americano with Milk
462,12-05-2024,Sunday,May,41:30.6,19:41:31,card,ANON-0000-0000-0009,32.82,Americano with Milk
463,13-05-2024,Monday,May,03:53.3,11:03:53,card,ANON-0000-0000-0164,32.82,Americano with Milk
464,13-05-2024,Monday,May,31:10.8,15:31:11,cash,,29,Americano
465,13-05-2024,Monday,May,31:50.9,15:31:51,cash,,29,Americano
466,14-05-2024,Tuesday,May,38:14.6,08:38:15,card,ANON-0000-0000-0012,27.92,Americano
